Player ID,Year,Name,College,5 star recruit,POS,Height (in),Weight (lbs),BMI,Hand Size (in),Arm Length (in),Wonderlic,40 Yard,Bench Press,Weight adjusted Bench,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,60Yd Shuttle,Speed Score,Vertical Jump Power,Broad Jump Power,Drafted,Rnd,Pick,G,Cmp,Pass_Att,Pct,Pass_Yds,Y/A,AY/A,Pass_TD,Pass_Int,Rate,Rush_Att,Rush_Yds,Rush_Avg,Rush_TDs,Rec,Rec_Yds,Rec_Avg,Rec_Tds,Pro Bowl,Players AV,Games Played,AV Per Game
1999Sirr Parker,1999,Sirr Parker,Texas A&M,0,RB,70.3,190,27.03,8.38,29.25,,4.56,,0,40,121,4.09,6.84,11.45,87.88691617,4806.662043,8360,0,#N/A,0,35,0,0,0,0,0,0,0,0,0,35,369,1816,4.833333333,14,28,318,12.63333333,0,0,0,0
1999Jeff Paulk,1999,Jeff Paulk,Arizona State,0,FB,71.9,242,32.91,9.5,30,,4.72,27,25.10330579,35.5,116,4.44,7.81,11.86,97.51633421,5767.525639,10425.67907,1,3,92,#N/A,0,0,0,0,0,0,0,0,0,#N/A,0,0,0,0,0,0,0,0,0,0,0
1999Chad Plummer,1999,Chad Plummer,Cincinnati,0,WR,74.9,223,27.94,10.25,33.38,,4.57,,0,33,113,4.18,7.34,,102.2515873,5124.149881,9482.090065,1,6,204,23,189,388,48.65,2511,6.45,5.05,13,18,104.7,249,857,3.3,10,61,852,14,0,0,0,0,0
1999Ronnie Powell,1999,Ronnie Powell,Northwestern State (LA),0,RB,70,174,24.96,,,,4.43,,0,35.5,116,4.14,7.09,,90.3575276,4146.8986,7496.149412,0,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0,#N/A,0,0,0,0,0,0,0,0,0,0,0
1999Peerless Price,1999,Peerless Price,Tennessee,0,WR,70.9,180,25.17,10,31.5,,4.55,,0,35,116,4.09,7.28,,83.995673,4259.577444,7754.637322,1,2,53,35,0,0,0,0,0,0,0,0,0,7,122,18.93333333,1,141,2227,16.2,19,0,49,123,0.398373984
1999David Saunders,1999,David Saunders,West Virginia,0,WR,73.6,203,26.34,9.25,31.88,,4.79,,0,32,112,,,,77.12301156,4593.365651,8593.400258,0,#N/A,0,35,0,0,0,0,0,0,0,0,0,3,-13,-5.25,0,191,2608,14.36666667,18,0,0,0,0
1999Thomas Seih,1999,Thomas Seih,Texas Southern,0,RB,69,212,31.3,,,,4.57,16,16.98113208,35,116,4.31,7.28,,97.20778702,5016.835656,9133.239513,0,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0,#N/A,0,0,0,0,0,0,0,0,0,0,0
1999Brian Shay,1999,Brian Shay,Emporia State (KS),0,RB,68,213,32.38,9.13,28.38,,4.49,17,17.95774648,,,4.22,7.31,,104.8151922,0,0,0,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0,#N/A,0,0,0,0,0,0,0,0,0,0,0
1999Tony Small,1999,Tony Small,Georgia,0,WR,73.9,220,28.32,9.63,32.5,,4.64,,0,35,115,4.32,7.39,,94.92503245,5206.150209,9436.948659,0,#N/A,0,22,0,0,0,0,0,0,0,0,0,1,-9,-9,0,74,1037,14,4,0,0,0,0
1999Akili Smith,1999,Akili Smith,Oregon,0,QB,74.8,227,28.52,9.75,32.25,26,4.7,,0,34,111,4.29,6.99,,93.03886873,5294.504321,9566.373608,1,1,3,23,323,571,56,5148,8.5,8.8,45,15,146.95,171,367,2.15,6,0,0,0,0,0,1,22,0.045454545
1999Devon Smith,1999,Devon Smith,North Carolina,0,TE,76,244,29.7,,,,5.07,21,19.3647541,29.5,101,4.46,7.91,,73.85637445,5301.03688,9808.678606,0,#N/A,0,39,0,0,0,0,0,0,0,0,0,22,51,3.366666667,0,91,1418,15.4,7,0,0,0,0
1999Troy Smith,1999,Troy Smith,East Carolina (NC),0,WR,73,194,25.59,8.25,31,,4.63,,0,35.5,112,4.24,7.25,11.82,84.43213311,4623.553612,8212.41207,1,6,201,24,352,548,64.1,4824,8.9,9.7,46,10,162.3,208,815,3.65,12,98,1514,15.5,8,0,6,20,0.3
1999Creig Spann,1999,Creig Spann,Arizona State,0,WR,73,191,25.2,,,,4.5,,0,36.5,117,3.86,7.1,,93.15653102,4615.723562,8263.923523,0,#N/A,0,11,0,0,0,0,0,0,0,0,0,4,-2,-0.5,0,30,295,9.8,1,0,0,0,0
1999Derrick Spiller,1999,Derrick Spiller,Texas A&M,0,TE,74,241,30.94,,,,4.63,19,17.73858921,34,115,4.16,7.35,,104.8873406,5621.037627,10337.7483,0,#N/A,0,12,0,0,0,0,0,0,0,0,0,1,9,9,0,25,436,17.4,4,0,0,0,0
1999Aaron Stecker,1999,Aaron Stecker,Western Illinois,0,RB,69.5,210,30.56,9.5,29.25,,4.82,23,24.64285714,32.5,112,4.17,7,,77.81460862,4788.736785,8889.724405,0,#N/A,0,10,0,0,0,0,0,0,0,0,0,10,86,334,3.9,5,15,91,6.1,0,21,129,0.162790698
1999LC Stevens,1999,LC Stevens,North Carolina,0,WR,75.9,215,26.24,9.25,33.75,,4.66,,0,35,116,4.24,7.24,11.29,91.18529109,5087.828613,9262.483468,0,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0,#N/A,0,0,0,#N/A,0,0,0,0,0,0,0
1999Brandon Stokley,1999,Brandon Stokley,Louisiana-Lafayette,0,WR,73,197,25.99,,,,4.49,,0,35.5,118,4.01,7.04,,96.94175054,4695.051863,8559.871027,1,4,105,33,0,0,0,0,0,0,0,0,0,13,55,3.75,0,221,3454,15.73333333,24,0,54,152,0.355263158
1999Tai Streets,1999,Tai Streets,Michigan,0,WR,73.4,194,25.31,8.25,33.13,,4.44,,0,37,118,,,,99.83891327,4720.223724,8429.517661,1,6,171,34,0,0,0,0,0,0,0,0,0,1,6,6,0,126,1973,15.56666667,17,0,24,78,0.307692308
1999Justin Swift,1999,Justin Swift,Kansas State,0,TE,75.4,258,31.9,9.63,30.5,,4.82,17,14.8255814,33,111,4.15,6.93,11.64,95.60080488,5928.388651,10872.79467,1,7,238,12,0,0,0,0,0,0,0,0,0,0,0,0,0,23,342,14.9,3,0,2,49,0.040816327
1999Derrius Thompson,1999,Derrius Thompson,Baylor,0,WR,74,211,27.09,9.63,31.5,,4.6,,0,41.5,112,4.13,7.31,11.54,94.24994908,5437.089663,8932.056426,0,#N/A,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,65,898,13.8,2,0,12,69,0.173913043
1999Jerame Tuman,1999,Jerame Tuman,Michigan,0,TE,75.9,248,30.26,10.38,31.13,,4.89,23,20.86693548,33,107,4.2,7.17,11.83,86.74535726,5698.606145,10261.32779,1,5,136,32,0,0,0,0,0,0,0,0,0,0,0,0,0,86,1169,13.43333333,11,0,6,123,0.048780488
1999Michael Vaughn,1999,Michael Vaughn,Alabama,0,WR,74,212,27.22,,,,4.57,,0,33.5,113,4.32,7.32,,97.20778702,4908.154847,9014.363649,0,#N/A,0,23,0,0,0,0,0,0,0,0,0,3,35,11,0,73,1105,14.95,10,0,0,0,0
1999Damon Washington,1999,Damon Washington,Colorado State,0,RB,70.6,200,28.21,10,31.13,,4.54,18,20.25,37,114,4.07,7.28,11.93,94.15352408,4866.210024,8541.662602,0,#N/A,0,43,0,0,0,0,0,0,0,0,0,43,593,3432,5.75,23,33,197,6.625,0,1,25,0.04
1999Brian Waters,1999,Brian Waters,North Texas,0,TE,74.1,281,35.98,9.75,32,,4.99,26,20.81850534,32,113,4.63,7.52,12.64,90.64297124,6358.304176,11948.28389,0,#N/A,0,33,0,0,0,0,0,0,0,0,0,6,27,4.5,1,82,909,11.1,8,1,105,186,0.564516129
1999Jed Weaver,1999,Jed Weaver,Oregon,0,TE,76.3,246,29.71,9.38,32.25,,4.91,19,17.37804878,31,106,4.17,7.16,11.66,84.65237249,5478.680133,10130.90006,1,7,208,12,0,0,0,0,0,0,0,0,0,0,0,0,0,39,623,16,5,0,12,90,0.133333333
1999Devin West,1999,Devin West,Missouri,0,RB,72.3,229,30.8,9.75,31.5,,4.53,14,13.75545852,33.5,114,4.04,7.12,,108.7608693,5301.733301,9780.203679,0,#N/A,0,33,0,0,0,0,0,0,0,0,0,33,531,2771,5.1,25,24,205,9.566666667,0,0,0,0
1999Ted White,1999,Ted White,Howard (DC),0,QB,74.4,226,28.7,9.75,32.63,12,5.14,,0,30.5,106,4.51,7.5,,64.75688636,4992.50318,9307.249647,0,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999Clarence Williams,1999,Clarence Williams,Michigan,0,RB,68.5,202,30.26,8.88,30.5,,4.71,19,21.16336634,33.5,105,4.15,6.98,11.49,82.09141405,4676.638109,8279.536219,0,#N/A,0,21,0,0,0,0,0,0,0,0,0,21,316,1347,4.3,2,34,335,9.3,0,0,0,0
1999Gerald Williams,1999,Gerald Williams,Oklahoma,0,WR,75,207,25.87,,,,4.45,,0,35.5,117,3.96,7.09,,105.5748072,4933.379369,8956.189368,0,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0,#N/A,0,0,0,#N/A,0,0,0,0,68,161,0.422360248
1999Ricky Williams,1999,Ricky Williams,Texas,0,RB,70.8,244,34.22,7.75,29.5,,4.56,,0,37,124,,,,112.8653029,5936.77623,10868.27604,1,1,5,91,0,0,0,0,0,0,0,0,0,91,1787,9902,5.3625,107,257,2078,9.7375,1,3,23,0.130434783
1999Anthony Wright,1999,Anthony Wright,South Carolina,0,QB,73.4,195,25.44,9.5,31.5,16,4.74,,0,31,116,4.35,7.45,,77.25938386,4342.856203,8400.857099,0,#N/A,0,31,415,769,54,5434,7.1,6.766666667,36,21,123.5,247,190,0.733333333,7,0,0,0,0,0,11,31,0.35483871
1999Craig Yeast,1999,Craig Yeast,Kentucky,0,WR,67.6,164,25.23,9,29.5,,4.49,,0,32.5,112,4.14,7.31,11.39,80.7027771,3739.775394,6942.45144,1,4,98,43,0,0,0,0,0,0,0,0,0,13,125,11.925,0,208,2899,13.975,28,0,4,35,0.114285714
1999Amos Zereoue,1999,Amos Zereoue,West Virginia,0,RB,67.4,203,31.41,9,29.75,,4.53,,0,,,4.09,,,96.41247362,0,0,1,3,95,33,0,0,0,0,0,0,0,0,0,33,786,4086,5.2,40,55,374,6.633333333,0,24,84,0.285714286
1998Curtis Alexander,1998,Curtis Alexander,Alabama,0,RB,71.6,204,27.97,9.25,31.25,,4.44,13,14.33823529,37,117,,7.46,,104.985249,4963.534225,8826.389522,1,4,122,11,0,0,0,0,0,0,0,0,0,11,155,729,4.7,6,16,133,8.3,0,0,0,0
1998Stephen Alexander,1998,Stephen Alexander,Oklahoma,0,TE,76.4,246,29.63,9.5,33.25,,4.65,18,16.46341463,35.5,122,4.09,7.48,11.19,105.2333246,5862.856642,10868.63524,1,2,48,34,0,0,0,0,0,0,0,0,0,0,0,0,0,94,1468,16.3,5,1,23,118,0.194915254
1998Brian Alford,1998,Brian Alford,Purdue,0,WR,73.5,187,24.33,9.63,33.13,,4.46,,0,37,127,4.04,7.49,11.08,94.52184003,4549.906373,8429.531897,1,3,70,34,0,0,0,0,0,0,0,0,0,5,1,-4.566666667,0,160,2971,18.83333333,30,0,0,4,0
1998Chris Anderson,1998,Chris Anderson,Colorado,0,WR,74.4,230,29.21,10.25,34.38,,4.85,,0,34,110,4.3,7.65,11.82,83.13633542,5364.475743,9649.041403,0,#N/A,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,44,660,15.05,4,0,0,0,0
1998Tutu Atwell,1998,Tutu Atwell,Minnesota,0,WR,68.1,164,24.86,9.5,30.75,,4.51,,0,32.5,117,4.22,7.34,11.27,79.28073654,3739.775394,7095.72491,0,#N/A,0,34,0,0,0,0,0,0,0,0,0,21,149,6.733333333,1,161,2481,15.7,16,0,0,0,0
1998John Avery,1998,John Avery,Mississippi,0,RB,69.4,184,26.86,9.13,30.5,,4.38,17,20.78804348,34.5,121,4.16,7.35,11.09,99.98880469,4323.021166,8096,1,1,29,20,0,0,0,0,0,0,0,0,0,20,347,1650,4.8,12,35,212,6.05,0,4,29,0.137931034
1998Tavian Banks,1998,Tavian Banks,Iowa,0,RB,69.6,198,28.73,9.63,31.88,,4.48,15,17.04545455,39,125,3.95,7.34,11.06,98.30670275,4946.038415,8854.829191,1,4,101,22,0,0,0,0,0,0,0,0,0,22,377,2238,5.65,26,39,337,8.8,0,3,14,0.214285714
1998Octavus Barnes,1998,Octavus Barnes,North Carolina,0,WR,72.4,197,26.42,9.75,33,,4.65,,0,25,111,4.48,7.91,12.15,84.27221524,3940,8302.095157,0,#N/A,0,44,0,0,0,0,0,0,0,0,0,4,0,0,0,129,2398,18.675,19,0,0,0,0
1998Charlie Batch,1998,Charlie Batch,Eastern Michigan,0,QB,73.9,216,27.8,9.75,33.75,,4.89,,0,33.5,118,4.11,7.6,,75.55240794,5000.761542,9385.442344,1,2,60,22,491,855,57.45,6457,7.55,7.1,44,28,131.25,146,162,1.1,4,0,0,0,0,0,37,81,0.456790123
1998Fred Beasley,1998,Fred Beasley,Auburn,0,FB,71.4,220,30.34,9.5,31.38,,4.91,16,16.36363636,32,114,4.18,7.58,11.67,75.70537377,4978.03174,9395.828862,1,6,180,23,0,0,0,0,0,0,0,0,0,23,169,672,3.95,12,20,254,10.7,1,14,114,0.122807018
1998Magic Benton,1998,Magic Benton,Miami (FL),0,WR,71.5,184,25.3,9.63,33.13,,4.64,,0,30,112,4.44,7.73,12.27,79.39184532,4031.238023,7789.09186,0,#N/A,0,12,0,0,0,0,0,0,0,0,0,1,22,22,0,38,547,14.4,4,0,0,0,0
1998Michael Black,1998,Michael Black,Washington State,0,RB,70.8,196,27.49,8.88,31.75,,,17,19.51530612,,,,,,#DIV/0!,0,0,0,#N/A,0,22,0,0,0,0,0,0,0,0,0,22,424,2129,5.05,19,33,346,10.6,0,0,0,0
1998Jon Blackman,1998,Jon Blackman,Purdue,0,TE,78.1,271,31.23,10.13,34.13,,5.07,,0,30.5,112,4.39,7.62,12.52,82.02900605,5986.585671,11471.97768,0,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0,#N/A,0,0,0,#N/A,0,0,0,0,0,0,0
1998Ernest Blackwell,1998,Ernest Blackwell,Missouri,0,FB,74.5,242,30.65,9.25,34,,4.79,,0,35,117,,,,91.93974778,5726.76523,10470.5209,1,7,224,22,0,0,0,0,0,0,0,0,0,22,152,1057,6.95,11,2,8,4,0,0,0,0
1998Corey Bradford,1998,Corey Bradford,Jackson State (MS),0,WR,72.6,197,26.28,9.38,35.25,,4.47,,0,34.5,126,4.36,8.07,11.9,98.68840485,4628.452009,8845.278062,1,5,150,#N/A,0,0,0,0,0,0,0,0,0,#N/A,0,0,0,#N/A,0,0,0,0,30,114,0.263157895
1998Josh Bradley,1998,Josh Bradley,Louisiana Tech,0,TE,78.8,270,30.57,9.88,33.5,,5.16,13,10.83333333,26.5,94,4.45,8.06,12.42,76.17192889,5559.640276,10470.98849,0,#N/A,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,131,1591,12.16666667,20,0,0,0,0
1998Jeremy Brigham,1998,Jeremy Brigham,Washington,0,TE,76.1,249,30.23,9.75,33,,4.68,22,19.87951807,30.5,109,4.25,7.71,12.26,103.8116109,5500.589787,10398.54528,1,5,127,#N/A,0,0,0,0,0,0,0,0,0,#N/A,0,0,0,#N/A,0,0,0,0,3,48,0.0625
1998Mike Brown,1998,Mike Brown,Texas Christian,0,TE,75.9,252,30.75,10.13,35.13,,4.97,,0,29,111,4.32,8.16,12.17,82.60474246,5428.246126,10619.93898,0,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,18,0.222222222
1998Thad Busby,1998,Thad Busby,Florida State,0,QB,74.1,223,28.55,10.13,33.25,,4.97,,0,30.5,110,,,,73.09864114,4926.231014,9355.374926,0,#N/A,0,21,369,633,57.7,5183,8.1,7.7,41,22,139.6,110,-52,-0.5,3,0,0,0,0,0,0,0,0
1998Cameron Cleeland,1998,Cameron Cleeland,Washington,0,TE,76.4,272,32.76,10.88,33.5,,4.83,28,23.16176471,33.5,107,4.15,7.42,11.3,99.95634715,6297.255275,11254.35951,0,#N/A,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,23,354,15.4,3,0,0,0,0
1998Ryan Clement,1998,Ryan Clement,Miami (FL),0,QB,73,212,27.97,9.75,32.13,,5.02,,0,31,104,4.39,7.85,,66.76532817,4721.46418,8647.937095,0,#N/A,0,32,440,740,59.43333333,5984,8.066666667,7.233333333,36,29,135,116,-338,-2.9,5,0,0,0,0,0,0,0,0
1998Fred Coleman,1998,Fred Coleman,Washington,0,WR,72.1,187,25.29,9,32.25,,4.45,,0,34.5,112,4.17,7.16,11.33,95.37434278,4393.505207,7916.087923,1,6,160,22,0,0,0,0,0,0,0,0,0,3,24,8,0,74,1221,16.4,11,0,1,9,0.111111111
1998Greg Comella,1998,Greg Comella,Stanford,0,FB,72,232,31.46,9.63,30.5,,4.63,23,22.30603448,31,115,4.22,7.81,12.07,100.970386,5166.885329,9951.691314,0,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0,#N/A,0,0,0,0,0,0,0,0,6,88,0.068181818
1998Chris Conrad,1998,Chris Conrad,Frenso State (CA),0,TE,78.8,301,34.08,10.63,34.5,,5.26,19,14.20265781,24.5,92,4.71,8.02,,78.64181255,5959.495952,11548.36231,1,3,66,#N/A,0,0,0,0,0,0,0,0,0,#N/A,0,0,0,#N/A,0,0,0,0,3,17,0.176470588
1998Germane Crowell,1998,Germane Crowell,Virginia,0,WR,75.4,212,26.21,10,33.25,,,,0,,,,,,#DIV/0!,0,0,1,2,50,33,0,0,0,0,0,0,0,0,0,4,16,3,0,113,2027,17.6,17,0,24,54,0.444444444
1998Damon Dunn,1998,Damon Dunn,Stanford,0,WR,68.9,183,27.1,9.25,30.75,,4.48,,0,31.5,114,4,7.46,10.92,90.85922527,4108.339811,7815.62128,0,#N/A,0,22,0,0,0,0,0,0,0,0,0,6,74,16.4,3,89,1030,11.8,4,0,0,0,0
1998John Dutton,1998,John Dutton,Nevada Las Vegas,0,QB,75.9,219,26.72,9.13,32.5,,4.68,,0,29,104,4.22,7.55,,91.30418794,4717.404371,8933.482188,1,6,172,22,447,701,63.9,6276,8.9,9.35,42,12,155.25,71,-60,-1.1,2,0,0,0,0,1,16,36,0.444444444
1998Kevin Dyson,1998,Kevin Dyson,Utah,0,WR,73.1,199,26.18,10.13,34.25,,,,0,,,,,,#DIV/0!,0,0,1,1,16,45,0,0,0,0,0,0,0,0,0,2,17,8.5,0,192,2726,14.2,18,0,23,59,0.389830508
1998Robert Edwards,1998,Robert Edwards,Georgia,0,RB,71.5,218,29.98,8.75,31.5,,,,0,,,,,,#DIV/0!,0,0,1,1,18,21,0,0,0,0,0,0,0,0,0,21,349,1708,4.9,21,46,413,9,0,13,28,0.464285714
1998Curtis Enis,1998,Curtis Enis,Penn State,0,RB,72.6,242,32.28,10,32.13,,,,0,,,,,,#DIV/0!,0,0,1,1,5,35,0,0,0,0,0,0,0,0,0,35,565,3256,5.8,36,57,506,8.85,0,10,36,0.277777778
1998Anthony Eubanks,1998,Anthony Eubanks,Arkansas,0,WR,74,189,24.26,9.13,33.63,,4.71,,0,31.5,111,4.17,7.94,11.79,76.80830325,4243.039477,7964.954237,0,#N/A,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,145,2275,15.63333333,14,0,0,0,0
1998Chris Floyd,1998,Chris Floyd,Michigan,0,FB,72.1,235,31.78,10.13,33,,4.69,17,16.27659574,28,112,4.49,7.7,12.08,97.14187617,4974.012465,9948.02493,1,3,81,#N/A,0,0,0,0,0,0,0,0,0,#N/A,0,0,0,0,0,0,0,0,0,0,0
1998Chris Fontenot,1998,Chris Fontenot,McNeese State (LA),0,TE,75.1,236,29.42,9.88,34.88,,4.79,19,18.11440678,36,123,4.56,7.92,11.86,89.6602499,5664,10469.46646,0,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0,#N/A,0,0,0,#N/A,0,0,0,0,1,5,0.2
1998Shane Fortney,1998,Shane Fortney,Northern Iowa,0,QB,73.6,225,29.2,9.75,32.25,,4.72,,0,33.5,114,4.3,7.74,,90.66601321,5209.126606,9609.370427,0,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998Chris Fuamatu-Ma'Afala,1998,Chris Fuamatu-Ma'Afala,Utah,0,RB,71.6,252,34.56,10.13,31.25,,4.83,23,20.53571429,33,111,4.25,7.52,11.88,92.60661574,5790.519148,10619.93898,1,6,178,31,0,0,0,0,0,0,0,0,0,31,463,2630,5.666666667,22,15,125,7.933333333,0,11,73,0.150684932
1998Jammi German,1998,Jammi German,Miami (FL),0,WR,72.5,187,25.01,9.38,33.5,,4.53,,0,39.5,122,,,,88.81346092,4701.107104,8261.930041,1,3,74,22,0,0,0,0,0,0,0,0,0,3,10,4.25,0,74,1121,14.8,5,0,3,35,0.085714286
1998Dan Gonzalez,1998,Dan Gonzalez,East Carolina (NC),0,QB,74.6,214,27.03,10.5,33,,4.89,,0,29,104,4.23,7.58,,74.8528486,4609.701075,8729.521407,0,#N/A,0,22,343,603,55.5,3832,6.75,6.2,23,16,119.25,101,-97,-0.7,1,0,0,0,0,0,0,0,0
1998Ahman Green,1998,Ahman Green,Nebraska,0,RB,71.8,213,29.05,9.5,31.25,,4.44,13,13.73239437,38.5,129,,,,109.6169512,5286.520973,9676.859821,1,3,76,33,0,0,0,0,0,0,0,0,0,33,574,3880,6.8,42,35,300,8.766666667,1,94,148,0.635135135
1998E G Green,1998,E G Green,Florida State,0,WR,71.5,187,25.71,9.5,33.25,,,,0,,,,,,#DIV/0!,0,0,0,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0,#N/A,0,0,0,#N/A,0,0,0,0,0,0,0
1998Jacquez Green,1998,Jacquez Green,Florida,0,WR,68.9,173,25.62,8.5,31.25,,,,0,,,,,,#DIV/0!,0,0,1,2,34,23,0,0,0,0,0,0,0,0,0,13,72,5.4,2,94,1650,17.9,18,0,27,66,0.409090909
1998Az-Zahir Hakim,1998,Az-Zahir Hakim,San Diego State,0,WR,69.6,179,25.98,9.25,30.5,,4.45,,0,36,122,4.25,7.44,11.73,91.29415699,4296,7908.478488,1,4,96,27,0,0,0,0,0,0,0,0,0,9,9,0.8,0,130,2252,17.2,19,0,44,110,0.4
1998Lamont Hall,1998,Lamont Hall,Clemson,0,TE,75.3,256,31.74,9.88,33.75,,5.06,23,20.21484375,28.5,111,4.46,8.36,12.49,78.10303198,5466.664065,10788.50944,0,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0,#N/A,0,0,0,#N/A,0,0,0,0,0,0,0
1998Scott Harley,1998,Scott Harley,East Carolina (NC),0,RB,69.4,215,31.38,9.75,31.13,,4.79,18,18.8372093,31.5,108,4.25,7.46,11.78,81.68200732,4826.738029,8937.382167,0,#N/A,0,22,0,0,0,0,0,0,0,0,0,22,426,2202,4.75,14,46,369,8.05,0,0,0,0
1998Donald Hayes,1998,Donald Hayes,Wisconsin,0,WR,76.6,208,24.92,9.25,34.25,,4.57,,0,36,123,4.07,7.38,11.42,95.37367783,4992,9227.326373,1,4,106,26,0,0,0,0,0,0,0,0,0,1,2,2,0,89,1247,14,3,0,18,63,0.285714286
1998Lendon Henry,1998,Lendon Henry,Colorado,0,RB,72,213,28.88,9.75,33.25,,,15,15.84507042,36,119,,,,#DIV/0!,5112,9294.222722,0,#N/A,0,20,0,0,0,0,0,0,0,0,0,20,200,1002,5.05,10,15,244,19.85,0,0,0,0
1998Skip Hicks,1998,Skip Hicks,UCLA,0,RB,71.8,230,31.36,10.13,32.75,,,17,16.63043478,34.5,124,,,,#DIV/0!,5403.776457,10244.68643,1,3,69,35,0,0,0,0,0,0,0,0,0,35,582,2879,5.066666667,44,43,672,15.6,0,9,38,0.236842105
1998Robert Holcombe,1998,Robert Holcombe,Illinois,0,RB,70.9,216,30.21,9.88,32.25,,4.53,23,23.95833333,35,126,4.15,7.49,11.59,102.5866714,5111.492933,9698.375947,1,2,37,43,0,0,0,0,0,0,0,0,0,43,943,4105,4.35,25,72,619,8.2,0,17,97,0.175257732
1998Tony Horne,1998,Tony Horne,Clemson,0,WR,69.8,179,25.83,8.25,32.5,,4.66,,0,33,112,4.29,7.5,11.41,75.9170563,4113.106855,7577.431755,0,#N/A,0,24,0,0,0,0,0,0,0,0,0,6,7,1.2,0,93,1355,16.25,11,0,4,39,0.102564103
1998Chris Howard,1998,Chris Howard,Michigan,0,RB,69.6,223,32.36,9.5,30.5,,4.65,19,19.17040359,27,115,4.23,7.49,11.65,95.39443654,4634.967961,9565.634323,1,5,153,21,0,0,0,0,0,0,0,0,0,21,328,1566,4.75,17,44,325,7.2,0,1,22,0.045454545
1998Chris Jackson,1998,Chris Jackson,Washington State,0,WR,73.1,203,26.71,9.63,32.25,,4.67,,0,33.5,111,4.1,7.5,11.35,85.36080682,4699.789783,8554.950847,0,#N/A,0,21,0,0,0,0,0,0,0,0,0,4,-1,-0.3,0,93,1395,14.3,11,0,1,11,0.090909091
1998Nakia Jenkins,1998,Nakia Jenkins,Utah State,0,WR,72.9,215,28.44,10.38,33.63,,4.71,,0,34,115,,,,87.37452486,5014.61863,9222.472553,0,#N/A,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,155,2483,15.95,14,0,0,0,0
1998Juan Johnson,1998,Juan Johnson,Utah,0,RB,73.1,220,28.94,9.63,33.5,,4.69,14,14.31818182,34.5,123,4.32,7.74,12.19,90.94133089,5168.829655,9759.672126,0,#N/A,0,34,0,0,0,0,0,0,0,0,0,34,521,2290,4.433333333,17,16,152,8.933333333,0,0,0,0
1998Macarthur Johnson,1998,Macarthur Johnson,Howard (DC),0,WR,71.3,194,26.83,8.63,31.5,,4.64,,0,28,111,4.34,7.3,12.07,83.70661952,4106.206035,8175.667312,0,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0,#N/A,0,0,0,#N/A,0,0,0,0,0,0,0
1998Pat Johnson,1998,Pat Johnson,Oregon,0,WR,70.1,181,25.89,9.13,32.25,,4.42,,0,34.5,127,,,,94.84610336,4252.537125,8159.065633,0,#N/A,0,25,0,0,0,0,0,0,0,0,0,2,-9,-4.5,0,85,1544,17.6,10,0,1,14,0.071428571
1998Taj Johnson,1998,Taj Johnson,San Diego State,0,WR,74,203,26.06,9.75,33.5,,4.61,,0,,,,,,89.89226678,0,0,0,#N/A,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,44,802,18.2,2,0,0,0,0
1998Joe Jurevicius,1998,Joe Jurevicius,Penn State,0,WR,76.9,231,27.46,9.5,33,,4.66,,0,31.5,118,4.48,7.49,11.76,97.97117321,5185.937138,10037.20917,1,2,55,24,0,0,0,0,0,0,0,0,0,1,6,6,0,80,1686,21.05,14,0,35,133,0.263157895
1998Paul Kaiser,1998,Paul Kaiser,Central Missouri,0,QB,74.6,211,26.65,10,32,,4.78,,0,34.5,114,4.04,7.25,,80.83526465,4957.377533,9011.454045,0,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998Josh Keur,1998,Josh Keur,Michigan State,0,TE,75.9,284,34.66,10.13,33,,,25,19.80633803,,,,,,#DIV/0!,0,0,0,#N/A,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,34,355,10.4,2,0,0,0,0
1998Carlos King,1998,Carlos King,North Carolina State,0,FB,72.4,230,30.85,9.75,32.5,,,14,13.69565217,,,,,,#DIV/0!,0,0,1,4,123,11,0,0,0,0,0,0,0,0,0,11,70,380,5.4,1,20,207,10.4,0,0,0,0
